126176.52, 2.731475
981.5016, 1.069926
540.6, 1.976849
152.63805, 0.5733408
48.218567, 0.06782773
33.28114, 0.75334
8.745921, 0.9168736
5.925413, 0.46602017
4.5698457, 0.033148862
5.023725, 0.2213232
3.8034883, 0.57568204
3.9068851, 0.42806792
3.7449646, 0.14371215
3.6675394, 0.0100803105
3.6340737, 0.1244733
3.6001496, 0.30479622
3.556942, 0.29200366
3.5084183, 0.09470089
3.4545853, 0.006989002
3.3994274, 0.10086187
3.3429105, 0.19342636
3.2850473, 0.14406282
3.2298172, 0.051530406
3.1762474, 0.007483361
3.123471, 0.06553764
3.0760732, 0.12848908
3.0284178, 0.07937413
2.9850645, 0.015977602
2.9425879, 0.009315344
2.904267, 0.06333802
2.8683164, 0.06935949
2.834383, 0.032564297
2.80181, 0.017002624
2.7717593, 0.015459968
2.7451255, 0.05046464
2.7183075, 0.04577055
2.6950784, 0.026808474
2.672763, 0.013434455
2.652443, 0.012083704
2.6330152, 0.035522036
2.6155574, 0.034448937
2.5993419, 0.022823518
2.5848906, 0.01406779
2.571873, 0.023142608
2.559731, 0.028939037
2.5492852, 0.021315232
2.5389225, 0.011264285
2.530333, 0.01986481
2.5229366, 0.030242605
2.5155828, 0.022850227
2.5099912, 0.011198
2.505085, 0.014837656
2.5001798, 0.016591946
2.4964712, 0.01669133
2.490495, 0.0153834745
2.4900732, 0.0142085925
2.4856193, 0.013661547
2.483266, 0.015882682
2.4816818, 0.02231516
2.4804475, 0.018815596
2.4790328, 0.014221782
2.4759185, 0.035760242
2.4766345, 0.014166445
2.473072, 0.019699488
2.4734256, 0.020594832
2.475015, 0.03399244
2.4689803, 0.01363872
2.4737446, 0.024192452
2.469979, 0.024033774
2.4722238, 0.027096722
2.468063, 0.035995863
2.4685833, 0.01980165
2.467652, 0.021506518
2.4643848, 0.023152957
2.4626884, 0.023917275
2.4612203, 0.027784582
2.4584095, 0.03292808
2.4533036, 0.01918992
2.4531655, 0.024405511
2.4506822, 0.031909954
2.4463482, 0.026161555
2.4342659, 0.033266738
2.4334571, 0.026683398
2.418208, 0.022969402
2.4138043, 0.029330276
2.402404, 0.020914335
2.4046042, 0.036403425
2.4070423, 0.030946754
2.406643, 0.026696995
2.4008381, 0.039640304
2.3844383, 0.035971545
2.3755596, 0.028142031
2.365788, 0.019397613
2.363735, 0.03250085
2.3580284, 0.040329378
2.3520353, 0.023854163
2.3386316, 0.032030202
2.3104954, 0.02980505
2.2901247, 0.029606998
